date,breed,group,region,height_avg,weight_avg,lifeexp_avg,energy_level,trainability_level,shedding_level,family_friendliness,popularity_index,monthly_registrations,google_search_index,vet_incidents_per_1k,adoption_rate,complaints_per_1k
2018-03-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,51.5,17,56.24,4.82,0.575,8.66
2018-04-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,54.54,25,58.58,5.71,0.649,7.39
2018-05-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,55.39,18,60.35,5.43,0.644,6.28
2018-06-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,54.19,18,57.72,5.31,0.655,4.96
2018-07-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,51.14,25,55.86,4.15,0.577,7.41
2018-08-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,46.9,21,54.1,4.9,0.431,10.4
2018-09-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,43.08,16,46.54,5.19,0.341,10.56
2018-10-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,40.46,16,45.45,4.74,0.248,13.29
2018-11-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,40.08,14,45.32,4.74,0.267,10.43
2018-12-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,41.8,20,44.28,5.03,0.312,10.38
2019-01-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,43.21,22,49.41,4.16,0.348,10.94
2019-02-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,47.71,14,52.94,3.7,0.472,9.86
2019-03-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,52.19,17,57.91,4.5,0.605,7.98
2019-04-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,55.34,19,60.28,5.59,0.675,6.88
2019-05-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,56.28,25,61.83,4.18,0.694,6.12
2019-06-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,55.0,13,60.29,5.47,0.658,9.31
2019-07-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,51.83,29,58.83,4.47,0.583,7.24
2019-08-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,47.43,23,49.21,5.23,0.426,9.28
2019-09-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,43.32,16,46.52,4.03,0.333,11.75
2019-10-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,40.54,17,44.41,3.76,0.284,10.73
2019-11-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,39.89,14,45.53,4.36,0.248,11.67
2019-12-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,41.29,20,46.37,5.41,0.289,11.23
2020-01-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,42.77,17,48.45,4.79,0.33,10.52
2020-02-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,47.38,15,53.66,4.78,0.452,10.83
2020-03-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,51.83,13,56.41,3.62,0.588,7.47
2020-04-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,54.97,17,61.39,5.44,0.671,7.59
2020-05-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,55.96,29,60.59,4.29,0.69,6.47
2020-06-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,54.63,20,58.29,5.12,0.65,8.66
2020-07-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,51.41,22,53.26,4.7,0.539,8.7
2020-08-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,47.33,16,55.0,6.08,0.423,10.1
2020-09-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,43.44,16,49.05,6.5,0.344,9.76
2020-10-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,40.89,13,46.57,5.23,0.29,11.46
2020-11-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,40.41,20,47.01,5.56,0.278,11.08
2020-12-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,41.77,11,45.8,4.03,0.321,11.31
2021-01-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,43.27,27,48.24,4.76,0.336,10.41
2021-02-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,48.14,23,54.25,4.09,0.497,9.82
2021-03-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,52.7,20,58.88,4.11,0.616,7.21
2021-04-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,55.6,19,62.01,5.2,0.667,7.19
2021-05-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,56.55,28,63.1,5.93,0.693,6.37
2021-06-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,55.42,29,59.77,4.4,0.654,8.57
2021-07-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,52.24,23,56.5,4.72,0.582,10.25
2021-08-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,47.96,20,53.93,5.64,0.487,9.69
2021-09-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,44.2,17,47.49,3.9,0.357,9.79
2021-10-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,41.52,21,49.41,5.18,0.304,10.64
2021-11-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,40.91,16,44.87,4.11,0.265,10.3
2021-12-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,42.56,16,49.42,5.85,0.323,12.7
2022-01-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,44.15,20,48.6,4.57,0.379,9.91
2022-02-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,48.7,21,54.5,5.35,0.47,9.64
2022-03-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,53.32,34,58.79,4.01,0.614,7.44
2022-04-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,56.44,31,62.86,5.0,0.707,6.56
2022-05-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,57.55,22,63.61,4.45,0.704,6.12
2022-06-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,56.32,23,61.11,4.92,0.669,6.05
2022-07-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,53.16,15,60.78,2.79,0.619,8.74
2022-08-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,48.92,19,54.33,4.93,0.503,7.82
2022-09-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,45.0,19,51.5,4.35,0.38,10.35
2022-10-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,42.57,15,48.74,4.93,0.35,10.34
2022-11-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,42.05,22,43.38,3.89,0.319,10.73
2022-12-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,43.63,16,52.31,5.09,0.366,9.84
2023-01-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,45.31,18,51.45,4.39,0.38,11.31
2023-02-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,49.88,23,55.31,5.14,0.516,9.46
2023-03-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,54.46,19,58.44,5.44,0.648,6.03
2023-04-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,57.73,24,60.48,5.1,0.694,10.21
2023-05-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,58.83,25,65.64,5.06,0.733,6.81
2023-06-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,57.43,22,60.2,4.72,0.703,5.97
2023-07-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,54.38,39,57.66,5.86,0.646,6.96
2023-08-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,50.1,25,55.64,4.66,0.504,10.78
2023-09-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,46.04,21,50.63,4.28,0.421,8.64
2023-10-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,43.37,19,50.83,4.62,0.327,10.68
2023-11-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,42.55,22,47.58,3.01,0.333,11.0
2023-12-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,44.26,22,49.18,4.63,0.375,11.42
2024-01-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,45.82,14,49.4,3.87,0.428,10.75
2024-02-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,50.27,21,56.87,5.35,0.532,9.25
2024-03-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,54.7,33,58.46,4.98,0.669,7.87
2024-04-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,57.74,26,60.68,4.54,0.712,6.36
2024-05-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,58.81,33,62.06,3.58,0.761,6.96
2024-06-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,57.48,24,63.02,4.74,0.705,6.4
2024-07-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,54.08,24,59.19,3.94,0.616,8.33
2024-08-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,49.71,25,54.53,5.76,0.495,10.18
2024-09-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,45.96,22,50.77,5.19,0.429,9.77
2024-10-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,43.44,20,46.2,5.53,0.348,10.83
2024-11-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,42.91,20,49.87,4.33,0.356,11.22
2024-12-01,Welsh Springer Spaniel,Sporting Group,Noroeste,45.72,20.41,13.5,4,4,3,4,44.58,18,49.02,4.4,0.364,11.46
2018-01-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,47.05,25,51.42,4.81,0.445,9.3
2018-02-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,51.61,18,57.73,6.12,0.566,9.36
2018-03-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,55.95,30,62.88,6.58,0.698,6.07
2018-04-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,59.24,19,62.78,4.93,0.768,7.33
2018-05-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,60.21,29,63.84,4.8,0.79,7.59
2018-06-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,58.92,22,60.2,4.82,0.729,7.38
2018-07-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,55.65,20,58.97,3.05,0.693,6.88
2018-08-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,51.37,27,57.25,5.61,0.588,8.9
2018-09-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,47.44,21,53.51,3.8,0.435,7.89
2018-10-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,44.94,19,48.64,6.2,0.386,8.1
2018-11-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,44.27,22,48.1,4.92,0.381,11.08
2018-12-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,45.9,34,50.15,5.09,0.424,9.01
2019-01-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,47.61,18,53.77,5.44,0.484,8.74
2019-02-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,52.32,26,55.93,6.53,0.608,6.8
2019-03-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,56.6,22,60.99,5.18,0.725,5.79
2019-04-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,59.61,27,62.22,6.67,0.788,7.34
2019-05-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,60.82,23,63.47,3.88,0.8,7.24
2019-06-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,59.53,34,61.75,5.31,0.769,6.74
2019-07-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,56.43,22,61.92,4.21,0.707,7.71
2019-08-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,52.06,19,58.91,6.41,0.602,7.38
2019-09-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,48.01,23,54.08,5.45,0.47,9.7
2019-10-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,45.47,13,49.64,5.66,0.431,8.65
2019-11-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,44.9,24,50.63,5.68,0.39,9.68
2019-12-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,46.46,15,50.46,5.08,0.45,9.07
2020-01-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,47.93,18,52.57,5.26,0.473,8.99
2020-02-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,52.57,27,58.25,4.51,0.627,8.45
2020-03-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,57.11,36,59.81,5.71,0.732,5.51
2020-04-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,60.08,29,64.82,4.25,0.802,5.24
2020-05-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,61.0,24,67.18,4.35,0.818,5.55
2020-06-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,59.79,33,65.08,4.47,0.78,6.62
2020-07-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,56.45,31,65.18,6.55,0.713,4.28
2020-08-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,52.44,29,56.87,4.27,0.622,8.66
2020-09-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,48.45,19,52.18,4.38,0.522,7.08
2020-10-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,45.85,15,47.77,5.38,0.412,9.57
2020-11-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,45.37,21,49.72,6.59,0.428,9.69
2020-12-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,46.9,22,51.29,4.2,0.466,9.27
2021-01-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,48.54,15,52.56,5.42,0.488,8.26
2021-02-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,52.99,21,58.59,5.04,0.639,7.75
2021-03-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,57.29,26,62.47,4.68,0.737,7.94
2021-04-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,60.5,25,65.74,5.07,0.81,7.38
2021-05-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,61.42,29,64.89,4.61,0.838,6.07
2021-06-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,60.25,25,68.19,3.9,0.824,5.44
2021-07-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,56.88,27,60.58,3.89,0.702,7.33
2021-08-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,52.65,19,57.09,6.48,0.631,7.6
2021-09-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,48.62,23,53.4,3.8,0.503,9.09
2021-10-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,46.14,25,54.51,4.69,0.412,10.49
2021-11-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,45.72,22,48.1,4.03,0.424,8.92
2021-12-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,47.41,15,52.83,4.72,0.467,9.18
2022-01-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,48.81,27,51.4,4.48,0.49,8.02
2022-02-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,53.4,20,56.33,5.28,0.64,5.11
2022-03-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,57.97,22,63.43,4.73,0.763,8.32
2022-04-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,60.89,31,65.22,4.67,0.805,6.12
2022-05-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,61.66,38,64.27,4.8,0.843,4.68
2022-06-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,60.08,37,64.0,5.24,0.793,7.88
2022-07-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,56.61,20,62.78,4.87,0.723,6.28
2022-08-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,52.51,24,57.92,4.17,0.617,8.82
2022-09-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,48.58,21,52.91,5.1,0.488,10.28
2022-10-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,45.81,19,50.44,4.77,0.421,10.29
2022-11-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,45.36,22,51.08,6.48,0.399,9.89
2022-12-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,46.66,20,51.26,6.12,0.458,8.56
2023-01-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,48.24,12,52.38,3.79,0.469,10.93
2023-02-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,52.88,23,58.01,5.93,0.632,8.08
2023-03-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,57.12,26,60.76,5.4,0.763,5.3
2023-04-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,60.23,27,65.83,5.63,0.802,4.8
2023-05-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,61.11,30,64.94,6.1,0.805,7.49
2023-06-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,59.71,29,66.01,5.44,0.779,6.28
2023-07-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,56.68,23,63.43,5.67,0.72,7.37
2023-08-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,52.35,29,57.26,6.15,0.613,9.14
2023-09-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,48.5,19,52.37,5.85,0.503,8.24
2023-10-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,45.73,17,52.42,4.67,0.418,9.75
2023-11-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,45.19,13,51.48,6.88,0.421,8.97
2023-12-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,46.95,15,52.89,5.14,0.448,8.2
2024-01-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,48.46,27,50.24,5.84,0.527,6.96
2024-02-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,52.87,14,57.41,5.54,0.621,7.53
2024-03-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,57.31,23,62.08,6.16,0.742,4.8
2024-04-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,60.07,31,64.93,4.18,0.799,5.78
2024-05-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,61.02,20,67.53,3.94,0.802,5.04
2024-06-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,59.79,29,66.42,4.71,0.784,5.85
2024-07-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,56.66,20,59.24,4.41,0.719,7.87
2024-08-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,52.42,33,57.49,4.9,0.596,8.32
2024-09-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,48.53,21,52.71,5.1,0.497,9.15
2024-10-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,46.02,22,47.39,4.75,0.417,10.72
2024-11-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,45.31,15,49.43,3.58,0.422,8.85
2024-12-01,Welsh Terrier,Terrier Group,Sureste,38.1,9.07,13.5,4,3,3,5,47.01,22,52.83,5.28,0.475,8.53
2018-01-01,West Highland White Terrier,Terrier Group,Noreste,26.67,7.94,14.0,3,3,3,4,68.89,26,74.44,5.4,0.921,2.97
2018-02-01,West Highland White Terrier,Terrier Group,Noreste,26.67,7.94,14.0,3,3,3,4,73.45,27,78.11,5.57,0.958,3.49
2018-03-01,West Highland White Terrier,Terrier Group,Noreste,26.67,7.94,14.0,3,3,3,4,77.96,30,82.95,4.47,0.969,3.68
2018-04-01,West Highland White Terrier,Terrier Group,Noreste,26.67,7.94,14.0,3,3,3,4,80.88,39,85.99,4.61,0.98,2.08
2018-05-01,West Highland White Terrier,Terrier Group,Noreste,26.67,7.94,14.0,3,3,3,4,81.9,27,87.42,5.91,0.979,3.73
2018-06-01,West Highland White Terrier,Terrier Group,Noreste,26.67,7.94,14.0,3,3,3,4,80.4,35,82.66,4.95,0.98,3.67
2018-07-01,West Highland White Terrier,Terrier Group,Noreste,26.67,7.94,14.0,3,3,3,4,77.14,33,83.2,7.25,0.954,4.43
2018-08-01,West Highland White Terrier,Terrier Group,Noreste,26.67,7.94,14.0,3,3,3,4,72.92,34,76.2,5.53,0.949,3.95
2018-09-01,West Highland White Terrier,Terrier Group,Noreste,26.67,7.94,14.0,3,3,3,4,68.87,37,74.63,5.66,0.926,4.01
2018-10-01,West Highland White Terrier,Terrier Group,Noreste,26.67,7.94,14.0,3,3,3,4,65.98,32,71.57,4.61,0.875,5.07
2018-11-01,West Highland White Terrier,Terrier Group,Noreste,26.67,7.94,14.0,3,3,3,4,65.51,25,72.28,5.0,0.872,5.02
2018-12-01,West Highland White Terrier,Terrier Group,Noreste,26.67,7.94,14.0,3,3,3,4,67.35,28,71.92,4.62,0.893,4.14
2019-01-01,West Highland White Terrier,Terrier Group,Noreste,26.67,7.94,14.0,3,3,3,4,69.07,35,75.17,4.16,0.927,3.69
2019-02-01,West Highland White Terrier,Terrier Group,Noreste,26.67,7.94,14.0,3,3,3,4,73.68,37,82.08,4.74,0.941,5.65
2019-03-01,West Highland White Terrier,Terrier Group,Noreste,26.67,7.94,14.0,3,3,3,4,77.94,28,85.27,2.63,0.973,4.13
2019-04-01,West Highland White Terrier,Terrier Group,Noreste,26.67,7.94,14.0,3,3,3,4,81.04,42,86.93,5.59,0.98,2.84
2019-05-01,West Highland White Terrier,Terrier Group,Noreste,26.67,7.94,14.0,3,3,3,4,82.06,33,88.09,5.29,0.98,4.75
2019-06-01,West Highland White Terrier,Terrier Group,Noreste,26.67,7.94,14.0,3,3,3,4,80.63,34,84.84,4.44,0.98,3.35
2019-07-01,West Highland White Terrier,Terrier Group,Noreste,26.67,7.94,14.0,3,3,3,4,77.28,27,84.97,4.86,0.98,4.81
2019-08-01,West Highland White Terrier,Terrier Group,Noreste,26.67,7.94,14.0,3,3,3,4,72.96,32,80.73,5.14,0.95,5.84
2019-09-01,West Highland White Terrier,Terrier Group,Noreste,26.67,7.94,14.0,3,3,3,4,68.78,20,76.71,6.39,0.902,7.05
2019-10-01,West Highland White Terrier,Terrier Group,Noreste,26.67,7.94,14.0,3,3,3,4,66.04,38,73.25,7.27,0.867,5.54
2019-11-01,West Highland White Terrier,Terrier Group,Noreste,26.67,7.94,14.0,3,3,3,4,65.56,24,71.74,5.07,0.864,5.84
2019-12-01,West Highland White Terrier,Terrier Group,Noreste,26.67,7.94,14.0,3,3,3,4,67.13,32,73.39,4.74,0.894,4.29
2020-01-01,West Highland White Terrier,Terrier Group,Noreste,26.67,7.94,14.0,3,3,3,4,68.54,16,72.74,5.38,0.905,3.4
2020-02-01,West Highland White Terrier,Terrier Group,Noreste,26.67,7.94,14.0,3,3,3,4,73.18,32,80.42,5.21,0.948,6.02
